cnn__lightweight,cnn__small,cnn__medium,cnn__expanded,swin__lightweight,swin__small,swin__medium,swin__expanded,mamba__lightweight,mamba__small,mamba__medium,mamba__expanded
0.0116468910127878,0.0115857450291514,0.0115533014759421,0.011436983011663,0.0110511370003223,0.0104452632367611,0.0103352632367611,0.0102513628080487,0.0115427011623979,0.0108160944655538,0.010657349601388,0.010282132501081
